input,output
"In the study, the team analyzed data over 90,000 total patients.

Among people hospitalized with influenza, the 90-day absolute risk of developing venous thromboembolism was 5.3%.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 5,30%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people hospitalized with influenza
reference_class_description_new: null
source_base: study
source_new: null"
"In the study, the team analyzed data over 90,000 total patients.
For those hospitalized with COVID-19, the 90-day risk was 9.5% before vaccine availability and 10.9% after COVID-19 vaccines became available.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 9,50%
absolute_risk_new: 10,90%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people hospitalized with COVID-19 before vaccine availability
reference_class_description_new: people hospitalized with COVID-19 after vaccine availability
source_base: study
source_new: study"
"In the study, the team analyzed data over 90,000 total patients.
The 90-day risk of arterial thromboembolism was 14.4 percent in patients hospitalized with influenza compared with 15.8 percent in those with COVID-19 before vaccine availability.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 15,80%
absolute_risk_new: 14,40%
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patients hospitalized with influenza
reference_class_description_new: patients with COVID-19 before vaccine availability
source_base: null
source_new: null"
Prior studies have found that at least 25% and possibly as many as 80% of people infected with SARS-CoV-2 may not experience symptoms.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: 52,50%
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: may not
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people infected with SARS-CoV-2
reference_class_description_new: null
source_base: studies
source_new: null"
"In a study from the Berlin Institute of Health at Charité, scientists found genes and proteins that contribute to a higher risk of severe COVID-19.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: higher risk of
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: people with specific genes/proteins identified by Charité
source_base: Berlin Institute of Health at Charité
source_new: Berlin Institute of Health at Charité"
"In a recent study from UC San Francisco, scientists found that people who are vaccinated against SARS-CoV-2 and have a history of certain mental conditions have a heightened risk of COVID-19.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: heightened risk of
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: vaccinated people with a history of certain mental conditions
source_base: UC San Francisco
source_new: UC San Francisco"
"They showed that patients over 65 with substance abuse, psychotic disorders, bipolar disorder, adjustment disorder, and anxiety, faced increased risks of up to 24% for breakthrough COVID.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,24
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patients over 65 without listed mental health or substance use conditions
reference_class_description_new: patients over 65 with substance abuse, psychotic disorders, bipolar disorder, adjustment disorder, or anxiety
source_base: null
source_new: null"
"For those under 65, risks were up to 11% higher than for those without a psychiatric history.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,11
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: people under 65 without a psychiatric history
reference_class_description_new: people under 65 with a psychiatric history
source_base: null
source_new: null"
"The average age of the 263,697 participants was 66 and 90.8% were male.

Just over a half (51.4%) of the patients had received at least one psychiatric diagnosis within the last five years and 14.8% developed breakthrough COVID, confirmed by a positive test.

Overall, those participants with psychiatric disorders had a 3% increased risk for breakthrough COVID infections in 2021.

","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,03
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: adults with an average age of 66 without psychiatric disorders
reference_class_description_new: adults with an average age of 66 with psychiatric disorders
source_base: null
source_new: null"
"The average age of the 263,697 participants was 66 and 90.8% were male.

Just over a half (51.4%) of the patients had received at least one psychiatric diagnosis within the last five years and 14.8% developed breakthrough COVID, confirmed by a positive test.

The risk was 24% higher for over-65s with substance abuse.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: 1,24
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: adults with an average age of 66 without psychiatric disorders
reference_class_description_new: adults over 65 with psychiatric disorders
source_base: null
source_new: null"
